Term	Grantham_Val	Annotation	Haploblock
GO:0007165	302	signal transduction	PETFAL_11_syn1
GO:0007178	68	transmembrane receptor protein serine/threonine kinase signaling pathway	PETFAL_11_syn1
GO:0007186	625	G protein-coupled receptor signaling pathway	PETFAL_11_syn1
GO:0007189	32	adenylate cyclase-activating G protein-coupled receptor signaling pathway	PETFAL_11_syn1
GO:0007266	99	Rho protein signal transduction	PETFAL_11_syn1
GO:0007275	297	multicellular organism development	PETFAL_11_syn1
GO:0007276	29	gamete generation	PETFAL_11_syn1
GO:0007623	188	circadian rhythm	PETFAL_11_syn1
GO:0008033	190	tRNA processing	PETFAL_11_syn1
GO:0008219	65	cell death	PETFAL_11_syn1
GO:0008380	117	RNA splicing	PETFAL_11_syn1
GO:0008615	56	pyridoxine biosynthetic process	PETFAL_11_syn1
GO:0008654	220	phospholipid biosynthetic process	PETFAL_11_syn1
GO:0009113	32	purine nucleobase biosynthetic process	PETFAL_11_syn1
GO:0009116	125	nucleoside metabolic process	PETFAL_11_syn1
GO:0009220	90	pyrimidine ribonucleotide biosynthetic process	PETFAL_11_syn1
GO:0009228	56	thiamine biosynthetic process	PETFAL_11_syn1
GO:0009229	56	thiamine diphosphate biosynthetic process	PETFAL_11_syn1
GO:0009251	60	glucan catabolic process	PETFAL_11_syn1
GO:0009294	457	DNA mediated transformation	PETFAL_11_syn1
GO:0009299	65	mRNA transcription	PETFAL_11_syn1
GO:0009408	327	response to heat	PETFAL_11_syn1
GO:0009409	703	response to cold	PETFAL_11_syn1
GO:0009414	610	response to water deprivation	PETFAL_11_syn1
GO:0009416	273	response to light stimulus	PETFAL_11_syn1
GO:0009443	56	pyridoxal 5'-phosphate salvage	PETFAL_11_syn1
GO:0009450	69	gamma-aminobutyric acid catabolic process	PETFAL_11_syn1
GO:0009452	112	7-methylguanosine RNA capping	PETFAL_11_syn1
GO:0009553	649	embryo sac development	PETFAL_11_syn1
GO:0009554	43	megasporogenesis	PETFAL_11_syn1
GO:0009555	143	pollen development	PETFAL_11_syn1
GO:0009584	159	detection of visible light	PETFAL_11_syn1
GO:0009585	268	red, far-red light phototransduction	PETFAL_11_syn1
GO:0009611	1641	response to wounding	PETFAL_11_syn1
GO:0009624	157	response to nematode	PETFAL_11_syn1
GO:0009625	45	response to insect	PETFAL_11_syn1
GO:0009626	534	plant-type hypersensitive response	PETFAL_11_syn1
GO:0009629	37	response to gravity	PETFAL_11_syn1
GO:0009630	851	gravitropism	PETFAL_11_syn1
GO:0009631	193	cold acclimation	PETFAL_11_syn1
GO:0009637	563	response to blue light	PETFAL_11_syn1
GO:0009639	140	response to red or far red light	PETFAL_11_syn1
GO:0009640	187	photomorphogenesis	PETFAL_11_syn1
GO:0009644	93	response to high light intensity	PETFAL_11_syn1
GO:0009648	126	photoperiodism	PETFAL_11_syn1
GO:0009651	1515	response to salt stress	PETFAL_11_syn1
GO:0009653	121	anatomical structure morphogenesis	PETFAL_11_syn1
GO:0009664	22	plant-type cell wall organization	PETFAL_11_syn1
GO:0009686	94	gibberellin biosynthetic process	PETFAL_11_syn1
GO:0009688	90	abscisic acid biosynthetic process	PETFAL_11_syn1
GO:0009695	190	jasmonic acid biosynthetic process	PETFAL_11_syn1
GO:0009704	78	de-etiolation	PETFAL_11_syn1
GO:0009715	37	chalcone biosynthetic process	PETFAL_11_syn1
GO:0009718	5	anthocyanin-containing compound biosynthetic process	PETFAL_11_syn1
GO:0009723	157	response to ethylene	PETFAL_11_syn1
GO:0009733	358	response to auxin	PETFAL_11_syn1
GO:0009734	160	auxin-activated signaling pathway	PETFAL_11_syn1
GO:0009735	161	response to cytokinin	PETFAL_11_syn1
GO:0009737	1836	response to abscisic acid	PETFAL_11_syn1
GO:0009738	246	abscisic acid-activated signaling pathway	PETFAL_11_syn1
GO:0009739	410	response to gibberellin	PETFAL_11_syn1
GO:0009740	253	gibberellic acid mediated signaling pathway	PETFAL_11_syn1
GO:0009741	99	response to brassinosteroid	PETFAL_11_syn1
GO:0009742	164	brassinosteroid mediated signaling pathway	PETFAL_11_syn1
GO:0009749	61	response to glucose	PETFAL_11_syn1
GO:0009751	264	response to salicylic acid	PETFAL_11_syn1
GO:0009753	37	response to jasmonic acid	PETFAL_11_syn1
GO:0009755	530	hormone-mediated signaling pathway	PETFAL_11_syn1
GO:0009767	234	photosynthetic electron transport chain	PETFAL_11_syn1
GO:0009787	64	regulation of abscisic acid-activated signaling pathway	PETFAL_11_syn1
GO:0009789	110	positive regulation of abscisic acid-activated signaling pathway	PETFAL_11_syn1
GO:0009791	145	post-embryonic development	PETFAL_11_syn1
GO:0009793	440	embryo development ending in seed dormancy	PETFAL_11_syn1
GO:0009809	85	lignin biosynthetic process	PETFAL_11_syn1
GO:0009813	37	flavonoid biosynthetic process	PETFAL_11_syn1
GO:0009826	265	unidimensional cell growth	PETFAL_11_syn1
GO:0009828	22	plant-type cell wall loosening	PETFAL_11_syn1
GO:0009832	90	plant-type cell wall biogenesis	PETFAL_11_syn1
GO:0009834	68	plant-type secondary cell wall biogenesis	PETFAL_11_syn1
GO:0009845	96	seed germination	PETFAL_11_syn1
GO:0009846	53	pollen germination	PETFAL_11_syn1
GO:0009854	236	oxidative photosynthetic carbon pathway	PETFAL_11_syn1
GO:0009860	191	pollen tube growth	PETFAL_11_syn1
GO:0009861	558	jasmonic acid and ethylene-dependent systemic resistance	PETFAL_11_syn1
GO:0009863	221	salicylic acid mediated signaling pathway	PETFAL_11_syn1
GO:0009867	221	jasmonic acid mediated signaling pathway	PETFAL_11_syn1
GO:0009875	649	pollen-pistil interaction	PETFAL_11_syn1
GO:0009903	563	chloroplast avoidance movement	PETFAL_11_syn1
GO:0009904	563	chloroplast accumulation movement	PETFAL_11_syn1
GO:0009908	352	flower development	PETFAL_11_syn1
GO:0009909	305	regulation of flower development	PETFAL_11_syn1
GO:0009911	126	positive regulation of flower development	PETFAL_11_syn1
GO:0009926	66	auxin polar transport	PETFAL_11_syn1
GO:0009932	1267	cell tip growth	PETFAL_11_syn1
GO:0009938	253	negative regulation of gibberellic acid mediated signaling pathway	PETFAL_11_syn1
GO:0009939	96	positive regulation of gibberellic acid mediated signaling pathway	PETFAL_11_syn1
GO:0009942	38	longitudinal axis specification	PETFAL_11_syn1
GO:0009943	69	adaxial/abaxial axis specification	PETFAL_11_syn1
GO:0009959	140	negative gravitropism	PETFAL_11_syn1
GO:0009960	126	endosperm development	PETFAL_11_syn1
GO:0009969	60	xyloglucan biosynthetic process	PETFAL_11_syn1
GO:0010026	1197	trichome differentiation	PETFAL_11_syn1
GO:0010029	352	regulation of seed germination	PETFAL_11_syn1
GO:0010053	1267	root epidermal cell differentiation	PETFAL_11_syn1
GO:0010054	56	trichoblast differentiation	PETFAL_11_syn1
GO:0010072	99	primary shoot apical meristem specification	PETFAL_11_syn1
GO:0010075	118	regulation of meristem growth	PETFAL_11_syn1
GO:0010078	118	maintenance of root meristem identity	PETFAL_11_syn1
GO:0010088	118	phloem development	PETFAL_11_syn1
GO:0010105	58	negative regulation of ethylene-activated signaling pathway	PETFAL_11_syn1
GO:0010117	93	photoprotection	PETFAL_11_syn1
GO:0010118	61	stomatal movement	PETFAL_11_syn1
GO:0010119	352	regulation of stomatal movement	PETFAL_11_syn1
GO:0010120	5	camalexin biosynthetic process	PETFAL_11_syn1
GO:0010150	5	leaf senescence	PETFAL_11_syn1
GO:0010152	76	pollen maturation	PETFAL_11_syn1
GO:0010162	179	seed dormancy process	PETFAL_11_syn1
GO:0010182	241	sugar mediated signaling pathway	PETFAL_11_syn1
GO:0010183	787	pollen tube guidance	PETFAL_11_syn1
GO:0010187	157	negative regulation of seed germination	PETFAL_11_syn1
GO:0010192	241	mucilage biosynthetic process	PETFAL_11_syn1
GO:0010200	763	response to chitin	PETFAL_11_syn1
GO:0010208	58	pollen wall assembly	PETFAL_11_syn1
GO:0010214	270	seed coat development	PETFAL_11_syn1
GO:0010215	138	cellulose microfibril organization	PETFAL_11_syn1
GO:0010222	483	stem vascular tissue pattern formation	PETFAL_11_syn1
GO:0010223	99	secondary shoot formation	PETFAL_11_syn1
GO:0010224	37	response to UV-B	PETFAL_11_syn1
GO:0010227	247	floral organ abscission	PETFAL_11_syn1
GO:0010231	83	maintenance of seed dormancy	PETFAL_11_syn1
GO:0010246	89	rhamnogalacturonan I biosynthetic process	PETFAL_11_syn1
GO:0010252	126	auxin homeostasis	PETFAL_11_syn1
GO:0010305	29	leaf vascular tissue pattern formation	PETFAL_11_syn1
GO:0010310	170	regulation of hydrogen peroxide metabolic process	PETFAL_11_syn1
GO:0010311	27	lateral root formation	PETFAL_11_syn1
GO:0010336	58	gibberellic acid homeostasis	PETFAL_11_syn1
GO:0010345	483	suberin biosynthetic process	PETFAL_11_syn1
GO:0010371	141	regulation of gibberellin biosynthetic process	PETFAL_11_syn1
GO:0010392	241	galactoglucomannan metabolic process	PETFAL_11_syn1
GO:0010411	99	xyloglucan metabolic process	PETFAL_11_syn1
GO:0010413	56	glucuronoxylan metabolic process	PETFAL_11_syn1
GO:0010417	56	glucuronoxylan biosynthetic process	PETFAL_11_syn1
GO:0010442	1168	guard cell morphogenesis	PETFAL_11_syn1
GO:0010449	193	root meristem growth	PETFAL_11_syn1
GO:0010468	29	regulation of gene expression	PETFAL_11_syn1
GO:0010492	98	maintenance of shoot apical meristem identity	PETFAL_11_syn1
GO:0010496	85	intercellular transport	PETFAL_11_syn1
GO:0010584	76	pollen exine formation	PETFAL_11_syn1
GO:0010588	483	cotyledon vascular tissue pattern formation	PETFAL_11_syn1
GO:0010628	68	positive regulation of gene expression	PETFAL_11_syn1
GO:0010629	170	negative regulation of gene expression	PETFAL_11_syn1
GO:0015904	136	tetracycline transmembrane transport	PETFAL_11_syn1
GO:0015908	483	fatty acid transport	PETFAL_11_syn1
GO:0015910	123	long-chain fatty acid import into peroxisome	PETFAL_11_syn1
GO:0015914	139	phospholipid transport	PETFAL_11_syn1
GO:0015979	93	photosynthesis	PETFAL_11_syn1
GO:0016036	964	cellular response to phosphate starvation	PETFAL_11_syn1
GO:0016049	68	cell growth	PETFAL_11_syn1
GO:0016106	417	sesquiterpenoid biosynthetic process	PETFAL_11_syn1
GO:0016121	29	carotene catabolic process	PETFAL_11_syn1
GO:0016310	777	phosphorylation	PETFAL_11_syn1
GO:0016311	21	dephosphorylation	PETFAL_11_syn1
GO:0016567	2315	protein ubiquitination	PETFAL_11_syn1
GO:0016573	251	histone acetylation	PETFAL_11_syn1
GO:0016579	146	protein deubiquitination	PETFAL_11_syn1
GO:0017006	159	protein-tetrapyrrole linkage	PETFAL_11_syn1
GO:0018105	58	peptidyl-serine phosphorylation	PETFAL_11_syn1
GO:0018315	61	molybdenum incorporation into molybdenum-molybdopterin complex	PETFAL_11_syn1
GO:0019222	32	regulation of metabolic process	PETFAL_11_syn1
GO:0019252	125	starch biosynthetic process	PETFAL_11_syn1
GO:0019264	53	glycine biosynthetic process from serine	PETFAL_11_syn1
GO:0019303	125	D-ribose catabolic process	PETFAL_11_syn1
GO:0019344	78	cysteine biosynthetic process	PETFAL_11_syn1
GO:0019674	96	NAD metabolic process	PETFAL_11_syn1
GO:0019760	215	glucosinolate metabolic process	PETFAL_11_syn1
GO:0019761	385	glucosinolate biosynthetic process	PETFAL_11_syn1
GO:0019827	29	stem cell population maintenance	PETFAL_11_syn1
GO:0022622	193	root system development	PETFAL_11_syn1
GO:0030001	234	metal ion transport	PETFAL_11_syn1
GO:0030007	352	cellular potassium ion homeostasis	PETFAL_11_syn1
GO:0030010	38	establishment of cell polarity	PETFAL_11_syn1
GO:0030029	121	actin filament-based process	PETFAL_11_syn1
GO:0030036	53	actin cytoskeleton organization	PETFAL_11_syn1
GO:0030041	126	actin filament polymerization	PETFAL_11_syn1
GO:0030163	43	protein catabolic process	PETFAL_11_syn1
GO:0030308	247	negative regulation of cell growth	PETFAL_11_syn1
GO:0030322	352	stabilization of membrane potential	PETFAL_11_syn1
GO:0030422	319	production of siRNA involved in RNA interference	PETFAL_11_syn1
GO:0030638	76	polyketide metabolic process	PETFAL_11_syn1
GO:0030639	37	polyketide biosynthetic process	PETFAL_11_syn1
GO:0031053	402	primary miRNA processing	PETFAL_11_syn1
GO:0031087	625	deadenylation-independent decapping of nuclear-transcribed mRNA	PETFAL_11_syn1
GO:0031116	39	positive regulation of microtubule polymerization	PETFAL_11_syn1
GO:0031146	1219	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	PETFAL_11_syn1
GO:0031204	29	posttranslational protein targeting to membrane, translocation	PETFAL_11_syn1
GO:0031222	81	arabinan catabolic process	PETFAL_11_syn1
GO:0031408	190	oxylipin biosynthetic process	PETFAL_11_syn1
GO:0031507	29	heterochromatin assembly	PETFAL_11_syn1
GO:0031540	37	regulation of anthocyanin biosynthetic process	PETFAL_11_syn1
GO:0031936	1222	negative regulation of chromatin silencing	PETFAL_11_syn1
GO:0032259	186	methylation	PETFAL_11_syn1
GO:0032456	320	endocytic recycling	PETFAL_11_syn1
GO:0034498	103	early endosome to Golgi transport	PETFAL_11_syn1
GO:0034599	385	cellular response to oxidative stress	PETFAL_11_syn1
GO:0034613	68	cellular protein localization	PETFAL_11_syn1
GO:0035264	93	multicellular organism growth	PETFAL_11_syn1
GO:0035434	234	copper ion transmembrane transport	PETFAL_11_syn1
GO:0035494	125	SNARE complex disassembly	PETFAL_11_syn1
GO:0035556	196	intracellular signal transduction	PETFAL_11_syn1
GO:0035999	53	tetrahydrofolate interconversion	PETFAL_11_syn1
GO:0036261	112	7-methylguanosine cap hypermethylation	PETFAL_11_syn1
GO:0040009	27	regulation of growth rate	PETFAL_11_syn1
GO:0042127	29	regulation of cell population proliferation	PETFAL_11_syn1
GO:0042147	320	retrograde transport, endosome to Golgi	PETFAL_11_syn1
GO:0042149	64	cellular response to glucose starvation	PETFAL_11_syn1
GO:0042335	483	cuticle development	PETFAL_11_syn1
GO:0042538	247	hyperosmotic salinity response	PETFAL_11_syn1
GO:0042546	99	cell wall biogenesis	PETFAL_11_syn1
GO:0042631	80	cellular response to water deprivation	PETFAL_11_syn1
GO:0042742	871	defense response to bacterium	PETFAL_11_syn1
GO:0042760	123	very long-chain fatty acid catabolic process	PETFAL_11_syn1
GO:0043001	125	Golgi to plasma membrane protein transport	PETFAL_11_syn1
GO:0043067	152	regulation of programmed cell death	PETFAL_11_syn1
GO:0043068	201	positive regulation of programmed cell death	PETFAL_11_syn1
GO:0043085	58	positive regulation of catalytic activity	PETFAL_11_syn1
GO:0043086	58	negative regulation of catalytic activity	PETFAL_11_syn1
GO:0043161	423	proteasome-mediated ubiquitin-dependent protein catabolic process	PETFAL_11_syn1
GO:0043433	91	negative regulation of DNA-binding transcription factor activity	PETFAL_11_syn1
GO:0043547	90	positive regulation of GTPase activity	PETFAL_11_syn1
GO:0043622	39	cortical microtubule organization	PETFAL_11_syn1
GO:0043971	744	histone H3-K18 acetylation	PETFAL_11_syn1
GO:0043972	744	histone H3-K23 acetylation	PETFAL_11_syn1
GO:0044030	744	regulation of DNA methylation	PETFAL_11_syn1
GO:0044154	744	histone H3-K14 acetylation	PETFAL_11_syn1
GO:0044205	90	'de novo' UMP biosynthetic process	PETFAL_11_syn1
GO:0044255	93	cellular lipid metabolic process	PETFAL_11_syn1
GO:0044772	58	mitotic cell cycle phase transition	PETFAL_11_syn1
GO:0045010	126	actin nucleation	PETFAL_11_syn1
GO:0045037	61	protein import into chloroplast stroma	PETFAL_11_syn1
GO:0045087	671	innate immune response	PETFAL_11_syn1
GO:0045088	558	regulation of innate immune response	PETFAL_11_syn1
GO:0045292	431	mRNA cis splicing, via spliceosome	PETFAL_11_syn1
GO:0045454	58	cell redox homeostasis	PETFAL_11_syn1
GO:0045487	235	gibberellin catabolic process	PETFAL_11_syn1
GO:0045489	56	pectin biosynthetic process	PETFAL_11_syn1
GO:0045491	89	xylan metabolic process	PETFAL_11_syn1
GO:0045492	56	xylan biosynthetic process	PETFAL_11_syn1
GO:0045493	81	xylan catabolic process	PETFAL_11_syn1
GO:0045595	118	regulation of cell differentiation	PETFAL_11_syn1
GO:0045727	64	positive regulation of translation	PETFAL_11_syn1
GO:0045732	226	positive regulation of protein catabolic process	PETFAL_11_syn1
GO:0045787	29	positive regulation of cell cycle	PETFAL_11_syn1
GO:0045824	312	negative regulation of innate immune response	PETFAL_11_syn1
GO:0045892	792	negative regulation of transcription, DNA-templated	PETFAL_11_syn1
GO:0045893	430	positive regulation of transcription, DNA-templated	PETFAL_11_syn1
GO:0045931	206	positive regulation of mitotic cell cycle	PETFAL_11_syn1
GO:0045944	251	positive regulation of transcription by RNA polymerase II	PETFAL_11_syn1
GO:0046467	385	membrane lipid biosynthetic process	PETFAL_11_syn1
GO:0046620	94	regulation of organ growth	PETFAL_11_syn1
GO:0046622	43	positive regulation of organ growth	PETFAL_11_syn1
GO:0046653	53	tetrahydrofolate metabolic process	PETFAL_11_syn1
GO:0046655	53	folic acid metabolic process	PETFAL_11_syn1
GO:0046686	599	response to cadmium ion	PETFAL_11_syn1
GO:0046777	3485	protein autophosphorylation	PETFAL_11_syn1
GO:0046785	39	microtubule polymerization	PETFAL_11_syn1
GO:0048211	125	Golgi vesicle docking	PETFAL_11_syn1
GO:0048316	29	seed development	PETFAL_11_syn1
GO:0048317	126	seed morphogenesis	PETFAL_11_syn1
GO:0048358	89	mucilage pectin biosynthetic process	PETFAL_11_syn1
GO:0048364	1243	root development	PETFAL_11_syn1
GO:0048366	399	leaf development	PETFAL_11_syn1
GO:0048437	118	floral organ development	PETFAL_11_syn1
GO:0048528	97	post-embryonic root development	PETFAL_11_syn1
GO:0048544	4824	recognition of pollen	PETFAL_11_syn1
GO:0048571	64	long-day photoperiodism	PETFAL_11_syn1
GO:0048573	331	photoperiodism, flowering	PETFAL_11_syn1
GO:0048574	402	long-day photoperiodism, flowering	PETFAL_11_syn1
GO:0048581	85	negative regulation of post-embryonic development	PETFAL_11_syn1
GO:0048765	1168	root hair cell differentiation	PETFAL_11_syn1
GO:0048825	69	cotyledon development	PETFAL_11_syn1
GO:0048829	68	root cap development	PETFAL_11_syn1
GO:0050665	236	hydrogen peroxide biosynthetic process	PETFAL_11_syn1
GO:0050790	64	regulation of catalytic activity	PETFAL_11_syn1
GO:0050826	45	response to freezing	PETFAL_11_syn1
GO:0050829	247	defense response to Gram-negative bacterium	PETFAL_11_syn1
GO:0050832	1399	defense response to fungus	PETFAL_11_syn1
GO:0051017	53	actin filament bundle assembly	PETFAL_11_syn1
GO:0051028	402	mRNA transport	PETFAL_11_syn1
GO:0051070	241	galactomannan biosynthetic process	PETFAL_11_syn1
GO:0051225	425	spindle assembly	PETFAL_11_syn1
GO:0051245	91	negative regulation of cellular defense response	PETFAL_11_syn1
GO:0051252	58	regulation of RNA metabolic process	PETFAL_11_syn1
GO:0051262	45	protein tetramerization	PETFAL_11_syn1
GO:0051301	119	cell division	PETFAL_11_syn1
GO:0051453	448	regulation of intracellular pH	PETFAL_11_syn1
GO:0051510	99	regulation of unidimensional cell growth	PETFAL_11_syn1
GO:0051568	342	histone H3-K4 methylation	PETFAL_11_syn1
GO:0051639	53	actin filament network formation	PETFAL_11_syn1
GO:0051762	417	sesquiterpene biosynthetic process	PETFAL_11_syn1
GO:0051923	385	sulfation	PETFAL_11_syn1
GO:0052541	1168	plant-type cell wall cellulose metabolic process	PETFAL_11_syn1
GO:0055063	188	sulfate ion homeostasis	PETFAL_11_syn1
GO:0055070	234	copper ion homeostasis	PETFAL_11_syn1
GO:0055072	385	iron ion homeostasis	PETFAL_11_syn1
GO:0055074	200	calcium ion homeostasis	PETFAL_11_syn1
