Term	Annotation	Total_Grantham_SV	Rank_SV	Total_Grantham_Bkgd	Rank_Bkgd	Rank_Compare	Rank_Compare_Abs
GO:1901141	regulation of lignin biosynthetic process	2885	265	NA	NA	NA	NA
GO:1901177	lycopene biosynthetic process	907	1781.5	NA	NA	NA	NA
GO:1901183	positive regulation of camalexin biosynthetic process	1497	1264	NA	NA	NA	NA
GO:1901259	chloroplast rRNA processing	778	1880	NA	NA	NA	NA
GO:1901333	positive regulation of lateral root development	2531	387	NA	NA	NA	NA
GO:1901347	negative regulation of secondary cell wall biogenesis	1581	1187.5	937	564.5	623	623
GO:1901348	positive regulation of secondary cell wall biogenesis	2069	761.5	NA	NA	NA	NA
GO:1901371	regulation of leaf morphogenesis	2062	773	NA	NA	NA	NA
GO:1901430	positive regulation of syringal lignin biosynthetic process	1492	1269.5	NA	NA	NA	NA
GO:1901485	positive regulation of transcription factor catabolic process	1498	1262.5	NA	NA	NA	NA
GO:1901527	abscisic acid-activated signaling pathway involved in stomatal movement	23	2389	NA	NA	NA	NA
GO:1901535	regulation of DNA demethylation	2306	547.5	NA	NA	NA	NA
GO:1901537	positive regulation of DNA demethylation	1422	1336	NA	NA	NA	NA
GO:1901562	response to paraquat	2122	724.5	NA	NA	NA	NA
GO:1901565	organonitrogen compound catabolic process	1276	1453.5	NA	NA	NA	NA
GO:1901642	nucleoside transmembrane transport	1218	1511.5	521	839	672.5	672.5
GO:1901651	regulation of mitotic chromosome decondensation	1862	943.5	NA	NA	NA	NA
GO:1901653	cellular response to peptide	386	2182	NA	NA	NA	NA
GO:1901656	glycoside transport	2332	520	NA	NA	NA	NA
GO:1901672	positive regulation of systemic acquired resistance	1778	1010	NA	NA	NA	NA
GO:1901684	arsenate ion transmembrane transport	469	2116	NA	NA	NA	NA
GO:1901703	protein localization involved in auxin polar transport	1741	1037	NA	NA	NA	NA
GO:1901747	prephenate(2-) biosynthetic process	1529	1239.5	NA	NA	NA	NA
GO:1901918	negative regulation of exoribonuclease activity	1099	1629	NA	NA	NA	NA
GO:1901959	positive regulation of cutin biosynthetic process	1608	1163	NA	NA	NA	NA
GO:1901979	regulation of inward rectifier potassium channel activity	1792	1002	NA	NA	NA	NA
GO:1902000	homogentisate catabolic process	752	1901	NA	NA	NA	NA
GO:1902025	nitrate import	2238	609	NA	NA	NA	NA
GO:1902065	response to L-glutamate	2661	345	1648	295	50	50
GO:1902066	regulation of cell wall pectin metabolic process	1955	864	NA	NA	NA	NA
GO:1902074	response to salt	3094	222	1027	512	-290	290
GO:1902171	regulation of tocopherol cyclase activity	1901	914	NA	NA	NA	NA
GO:1902182	shoot apical meristem development	2134	713	1236	417	296	296
GO:1902183	regulation of shoot apical meristem development	2535	386	1014	523	-137	137
GO:1902184	negative regulation of shoot apical meristem development	1496	1265	NA	NA	NA	NA
GO:1902275	regulation of chromatin organization	2060	775	NA	NA	NA	NA
GO:1902290	positive regulation of defense response to oomycetes	2187	664.5	NA	NA	NA	NA
GO:1902347	response to strigolactone	2260	582.5	NA	NA	NA	NA
GO:1902358	sulfate transmembrane transport	2221	626.5	NA	NA	NA	NA
GO:1902448	positive regulation of shade avoidance	2480	411	NA	NA	NA	NA
GO:1902456	regulation of stomatal opening	1893	924	912	585	339	339
GO:1902458	positive regulation of stomatal opening	1735	1040	643	758	282	282
GO:1902464	regulation of histone H3-K27 trimethylation	1836	963.5	NA	NA	NA	NA
GO:1902466	positive regulation of histone H3-K27 trimethylation	1440	1322	623	774.5	547.5	547.5
GO:1902553	positive regulation of catalase activity	1458	1300.5	NA	NA	NA	NA
GO:1902584	positive regulation of response to water deprivation	1480	1284	641	759	525	525
GO:1902600	proton transmembrane transport	1688	1087	1422	347	740	740
GO:1902609	(R)-2-hydroxy-alpha-linolenic acid biosynthetic process	73	2365.5	495	863.5	1502	1502
GO:1902626	assembly of large subunit precursor of preribosome	113	2340	NA	NA	NA	NA
GO:1902775	mitochondrial large ribosomal subunit assembly	1147	1587.5	NA	NA	NA	NA
GO:1902916	positive regulation of protein polyubiquitination	1476	1290	NA	NA	NA	NA
GO:1902975	mitotic DNA replication initiation	1547	1220.5	NA	NA	NA	NA
GO:1902977	mitotic DNA replication preinitiation complex assembly	1006	1700.5	NA	NA	NA	NA
GO:1902979	mitotic DNA replication termination	1007	1699	NA	NA	NA	NA
GO:1903070	negative regulation of ER-associated ubiquitin-dependent protein catabolic process	1531	1237.5	NA	NA	NA	NA
GO:1903224	regulation of endodermal cell differentiation	1755	1025	NA	NA	NA	NA
GO:1903288	positive regulation of potassium ion import across plasma membrane	2034	796	NA	NA	NA	NA
GO:1903298	negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway	1273	1458.5	NA	NA	NA	NA
GO:1903335	regulation of vacuolar transport	2194	655	NA	NA	NA	NA
GO:1903338	regulation of cell wall organization or biogenesis	1892	926	NA	NA	NA	NA
GO:1903426	regulation of reactive oxygen species biosynthetic process	2025	803.5	NA	NA	NA	NA
GO:1903457	lactate catabolic process	996	1712	NA	NA	NA	NA
GO:1903507	negative regulation of nucleic acid-templated transcription	1171	1564	2276	188	1376	1376
GO:1903508	positive regulation of nucleic acid-templated transcription	1510	1256	NA	NA	NA	NA
GO:1903800	positive regulation of production of miRNAs involved in gene silencing by miRNA	2202	647.5	NA	NA	NA	NA
GO:1903830	magnesium ion transmembrane transport	1702	1068.5	830	643	425.5	425.5
GO:1903857	negative regulation of cytokinin dehydrogenase activity	1523	1243	NA	NA	NA	NA
GO:1903942	positive regulation of respiratory gaseous exchange	1478	1287.5	NA	NA	NA	NA
GO:1904159	megasporocyte differentiation	1120	1607.5	NA	NA	NA	NA
GO:1904161	DNA synthesis involved in UV-damage excision repair	481	2108	NA	NA	NA	NA
GO:1904216	positive regulation of protein import into chloroplast stroma	1585	1184.5	NA	NA	NA	NA
GO:1904278	positive regulation of wax biosynthetic process	1807	990.5	NA	NA	NA	NA
GO:1904369	positive regulation of sclerenchyma cell differentiation	1483	1280	NA	NA	NA	NA
GO:1904383	response to sodium phosphate	2374	478.5	NA	NA	NA	NA
GO:1904580	regulation of intracellular mRNA localization	2068	763	NA	NA	NA	NA
GO:1904659	glucose transmembrane transport	796	1867	NA	NA	NA	NA
GO:1904668	positive regulation of ubiquitin protein ligase activity	1504	1258.5	NA	NA	NA	NA
GO:1904821	chloroplast disassembly	1577	1194	NA	NA	NA	NA
GO:1904825	protein localization to microtubule plus-end	1648	1127	NA	NA	NA	NA
GO:1904966	positive regulation of vitamin E biosynthetic process	1507	1257	NA	NA	NA	NA
GO:1905157	positive regulation of photosynthesis	1923	894.5	633	763	131.5	131.5
GO:1905177	tracheary element differentiation	2642	352	NA	NA	NA	NA
GO:1905392	plant organ morphogenesis	3009	232	2383	177	55	55
GO:1905393	plant organ formation	1447	1316.5	NA	NA	NA	NA
GO:1905421	regulation of plant organ morphogenesis	1835	965.5	NA	NA	NA	NA
GO:1905435	regulation of histone H3-K4 trimethylation	1890	928.5	NA	NA	NA	NA
GO:1905582	response to mannose	1993	832.5	NA	NA	NA	NA
GO:1905615	positive regulation of developmental vegetative growth	1421	1337.5	NA	NA	NA	NA
GO:1905786	positive regulation of anaphase-promoting complex-dependent catabolic process	1391	1361	NA	NA	NA	NA
GO:1905897	regulation of response to endoplasmic reticulum stress	2013	815.5	NA	NA	NA	NA
GO:1905933	regulation of cell fate determination	1765	1017	NA	NA	NA	NA
GO:1990058	fruit replum development	603	2020	NA	NA	NA	NA
GO:1990059	fruit valve development	610	2013	NA	NA	NA	NA
GO:1990110	callus formation	2790	298	NA	NA	NA	NA
GO:1990116	ribosome-associated ubiquitin-dependent protein catabolic process	2067	764	NA	NA	NA	NA
GO:1990126	retrograde transport, endosome to plasma membrane	2777	302	NA	NA	NA	NA
GO:1990170	stress response to cadmium ion	2206	645.5	NA	NA	NA	NA
GO:1990258	histone glutamine methylation	725	1926.5	311	963.5	963	963
GO:1990359	stress response to zinc ion	2208	642.5	NA	NA	NA	NA
GO:1990414	replication-born double-strand break repair via sister chromatid exchange	2497	400	838	634	-234	234
GO:1990440	positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	1654	1123	NA	NA	NA	NA
GO:1990481	mRNA pseudouridine synthesis	1127	1599	NA	NA	NA	NA
GO:1990532	stress response to nickel ion	2207	644	NA	NA	NA	NA
GO:1990544	mitochondrial ATP transmembrane transport	1240	1493.5	NA	NA	NA	NA
GO:1990559	mitochondrial coenzyme A transmembrane transport	1168	1568	NA	NA	NA	NA
GO:1990569	UDP-N-acetylglucosamine transmembrane transport	2771	305	1331	383	-78	78
GO:1990573	potassium ion import across plasma membrane	2628	357	NA	NA	NA	NA
GO:1990592	protein K69-linked ufmylation	1582	1186	NA	NA	NA	NA
GO:1990641	response to iron ion starvation	2855	278	5770	33	245	245
GO:1990748	cellular detoxification	226	2287	4999	50	2237	2237
GO:1990918	double-strand break repair involved in meiotic recombination	858	1822.5	NA	NA	NA	NA
GO:2000008	regulation of protein localization to cell surface	1848	956	987	538	418	418
GO:2000009	negative regulation of protein localization to cell surface	1132	1596	NA	NA	NA	NA
GO:2000011	regulation of adaxial/abaxial pattern formation	1683	1095.5	NA	NA	NA	NA
GO:2000012	regulation of auxin polar transport	2707	325	1122	460.5	-135.5	135.5
GO:2000014	regulation of endosperm development	1850	953.5	NA	NA	NA	NA
GO:2000022	regulation of jasmonic acid mediated signaling pathway	4515	97	4904	55	42	42
GO:2000023	regulation of lateral root development	2881	268	NA	NA	NA	NA
GO:2000024	regulation of leaf development	2542	381	919	577	-196	196
GO:2000028	regulation of photoperiodism, flowering	4573	95	1507	331	-236	236
GO:2000031	regulation of salicylic acid mediated signaling pathway	4167	113	4949	54	59	59
GO:2000032	regulation of secondary shoot formation	2930	256	906	592.5	-336.5	336.5
GO:2000033	regulation of seed dormancy process	3124	214.5	911	587.5	-373	373
GO:2000034	regulation of seed maturation	1983	840	NA	NA	NA	NA
GO:2000035	regulation of stem cell division	2442	430.5	NA	NA	NA	NA
GO:2000037	regulation of stomatal complex patterning	2106	740.5	NA	NA	NA	NA
GO:2000038	regulation of stomatal complex development	2754	312	NA	NA	NA	NA
GO:2000039	regulation of trichome morphogenesis	2116	730.5	NA	NA	NA	NA
GO:2000058	regulation of ubiquitin-dependent protein catabolic process	1972	851	NA	NA	NA	NA
GO:2000060	positive regulation of ubiquitin-dependent protein catabolic process	1798	996	648	753	243	243
GO:2000067	regulation of root morphogenesis	3242	197	1911	242	-45	45
GO:2000068	regulation of defense response to insect	2713	324	NA	NA	NA	NA
GO:2000069	regulation of post-embryonic root development	2395	460	NA	NA	NA	NA
GO:2000070	regulation of response to water deprivation	3887	132	6248	31	101	101
GO:2000082	regulation of L-ascorbic acid biosynthetic process	2438	432	NA	NA	NA	NA
GO:2000122	negative regulation of stomatal complex development	2007	821	NA	NA	NA	NA
GO:2000143	negative regulation of DNA-templated transcription, initiation	1906	911	NA	NA	NA	NA
GO:2000214	regulation of proline metabolic process	1886	931	NA	NA	NA	NA
GO:2000232	regulation of rRNA processing	2081	755.5	818	648	107.5	107.5
GO:2000280	regulation of root development	3277	192	1358	368	-176	176
GO:2000306	positive regulation of photomorphogenesis	1519	1247	NA	NA	NA	NA
GO:2000377	regulation of reactive oxygen species metabolic process	3356	184	1297	390	-206	206
GO:2000379	positive regulation of reactive oxygen species metabolic process	1587	1183	NA	NA	NA	NA
GO:2000541	positive regulation of protein geranylgeranylation	1562	1206	NA	NA	NA	NA
GO:2000582	positive regulation of ATP-dependent microtubule motor activity, plus-end-directed	1633	1139	NA	NA	NA	NA
GO:2000605	positive regulation of secondary growth	2510	396.5	NA	NA	NA	NA
GO:2000636	positive regulation of primary miRNA processing	2201	649	NA	NA	NA	NA
GO:2000652	regulation of secondary cell wall biogenesis	5048	84	1122	460.5	-376.5	376.5
GO:2000653	regulation of genetic imprinting	1799	995	NA	NA	NA	NA
GO:2000762	regulation of phenylpropanoid metabolic process	1926	890	793	665	225	225
GO:2000785	regulation of autophagosome assembly	1693	1080	NA	NA	NA	NA
GO:2000904	regulation of starch metabolic process	2013	815.5	NA	NA	NA	NA
GO:2000905	negative regulation of starch metabolic process	1142	1591.5	NA	NA	NA	NA
GO:2001006	regulation of cellulose biosynthetic process	1851	951.5	NA	NA	NA	NA
GO:2001009	regulation of plant-type cell wall cellulose biosynthetic process	1836	963.5	910	590	373.5	373.5
GO:2001020	regulation of response to DNA damage stimulus	2778	301	NA	NA	NA	NA
GO:2001141	regulation of RNA biosynthetic process	1966	855	NA	NA	NA	NA
GO:2001142	nicotinate transport	1176	1555.5	NA	NA	NA	NA
GO:2001143	N-methylnicotinate transport	1081	1638.5	NA	NA	NA	NA
GO:0000080	mitotic G1 phase	NA	NA	1025	516.5	NA	NA
GO:0000084	mitotic S phase	NA	NA	1027	512	NA	NA
GO:0000085	mitotic G2 phase	NA	NA	1026	514.5	NA	NA
GO:0000096	sulfur amino acid metabolic process	NA	NA	1145	451	NA	NA
GO:0000186	activation of MAPKK activity	NA	NA	148	1021	NA	NA
GO:0000349	generation of catalytic spliceosome for first transesterification step	NA	NA	486	868	NA	NA
GO:0000379	tRNA-type intron splice site recognition and cleavage	NA	NA	1081	476	NA	NA
GO:0000461	endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	NA	NA	358	939	NA	NA
GO:0000710	meiotic mismatch repair	NA	NA	406	911.5	NA	NA
GO:0000738	DNA catabolic process, exonucleolytic	NA	NA	553	820.5	NA	NA
GO:0002131	wobble position cytosine ribose methylation	NA	NA	1193	434	NA	NA
GO:0002132	wobble position uridine ribose methylation	NA	NA	1194	433	NA	NA
GO:0002188	translation reinitiation	NA	NA	1008	528	NA	NA
GO:0002943	tRNA dihydrouridine synthesis	NA	NA	1341	378.5	NA	NA
GO:0006007	glucose catabolic process	NA	NA	288	972	NA	NA
GO:0006090	pyruvate metabolic process	NA	NA	724	717	NA	NA
GO:0006101	citrate metabolic process	NA	NA	163	1015.5	NA	NA
GO:0006104	succinyl-CoA metabolic process	NA	NA	997	534	NA	NA
GO:0006203	dGTP catabolic process	NA	NA	810	653	NA	NA
GO:0006384	transcription initiation from RNA polymerase III promoter	NA	NA	3422	100	NA	NA
GO:0006424	glutamyl-tRNA aminoacylation	NA	NA	349	943	NA	NA
GO:0006425	glutaminyl-tRNA aminoacylation	NA	NA	348	944	NA	NA
GO:0006564	L-serine biosynthetic process	NA	NA	514	845.5	NA	NA
GO:0006580	ethanolamine metabolic process	NA	NA	730	712.5	NA	NA
GO:0006627	protein processing involved in protein targeting to mitochondrion	NA	NA	700	727	NA	NA
GO:0006753	nucleoside phosphate metabolic process	NA	NA	530	830	NA	NA
GO:0006793	phosphorus metabolic process	NA	NA	771	677.5	NA	NA
GO:0006880	intracellular sequestering of iron ion	NA	NA	999	533	NA	NA
GO:0006882	cellular zinc ion homeostasis	NA	NA	139	1025	NA	NA
GO:0006971	hypotonic response	NA	NA	327	953.5	NA	NA
GO:0008614	pyridoxine metabolic process	NA	NA	912	585	NA	NA
GO:0009093	cysteine catabolic process	NA	NA	236	990	NA	NA
GO:0009152	purine ribonucleotide biosynthetic process	NA	NA	986	539	NA	NA
GO:0009410	response to xenobiotic stimulus	NA	NA	2080	213	NA	NA
GO:0009694	jasmonic acid metabolic process	NA	NA	763	684.5	NA	NA
GO:0009830	cell wall modification involved in abscission	NA	NA	406	911.5	NA	NA
GO:0009955	adaxial/abaxial pattern specification	NA	NA	804	660.5	NA	NA
GO:0010074	maintenance of meristem identity	NA	NA	390	921	NA	NA
GO:0010109	regulation of photosynthesis	NA	NA	797	663	NA	NA
GO:0010271	regulation of chlorophyll catabolic process	NA	NA	2540	165	NA	NA
GO:0010498	proteasomal protein catabolic process	NA	NA	1176	440	NA	NA
GO:0010569	regulation of double-strand break repair via homologous recombination	NA	NA	1994	231	NA	NA
GO:0010586	miRNA metabolic process	NA	NA	469	878	NA	NA
GO:0010589	leaf proximal/distal pattern formation	NA	NA	1147	449.5	NA	NA
GO:0010636	positive regulation of mitochondrial fusion	NA	NA	1035	505	NA	NA
GO:0010777	meiotic mismatch repair involved in reciprocal meiotic recombination	NA	NA	407	909.5	NA	NA
GO:0015015	heparan sulfate proteoglycan biosynthetic process, enzymatic modification	NA	NA	978	541	NA	NA
GO:0015800	acidic amino acid transport	NA	NA	38	1062	NA	NA
GO:0015802	basic amino acid transport	NA	NA	223	996	NA	NA
GO:0015808	L-alanine transport	NA	NA	382	928.5	NA	NA
GO:0015813	L-glutamate transmembrane transport	NA	NA	407	909.5	NA	NA
GO:0015822	ornithine transport	NA	NA	529	831	NA	NA
GO:0015824	proline transport	NA	NA	974	544	NA	NA
GO:0015938	coenzyme A catabolic process	NA	NA	179	1012	NA	NA
GO:0016031	tRNA import into mitochondrion	NA	NA	1021	518.5	NA	NA
GO:0016102	diterpenoid biosynthetic process	NA	NA	210	1002	NA	NA
GO:0016320	endoplasmic reticulum membrane fusion	NA	NA	2067	217	NA	NA
GO:0016485	protein processing	NA	NA	1292	392.5	NA	NA
GO:0019243	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione	NA	NA	1697	281	NA	NA
GO:0019985	translesion synthesis	NA	NA	1569	316	NA	NA
GO:0030026	cellular manganese ion homeostasis	NA	NA	767	680.5	NA	NA
GO:0030327	prenylated protein catabolic process	NA	NA	1141	453.5	NA	NA
GO:0030328	prenylcysteine catabolic process	NA	NA	1142	452	NA	NA
GO:0030397	membrane disassembly	NA	NA	2855	132	NA	NA
GO:0030418	nicotianamine biosynthetic process	NA	NA	741	705.5	NA	NA
GO:0031022	nuclear migration along microfilament	NA	NA	586	799	NA	NA
GO:0031023	microtubule organizing center organization	NA	NA	420	901	NA	NA
GO:0031125	rRNA 3'-end processing	NA	NA	1046	497.5	NA	NA
GO:0031396	regulation of protein ubiquitination	NA	NA	807	656	NA	NA
GO:0032012	regulation of ARF protein signal transduction	NA	NA	1273	404	NA	NA
GO:0032194	ubiquinone biosynthetic process via 3,4-dihydroxy-5-polyprenylbenzoate	NA	NA	1554	320	NA	NA
GO:0032197	transposition, RNA-mediated	NA	NA	1013	524	NA	NA
GO:0032508	DNA duplex unwinding	NA	NA	3228	109	NA	NA
GO:0032970	regulation of actin filament-based process	NA	NA	732	711	NA	NA
GO:0033396	beta-alanine biosynthetic process via 3-ureidopropionate	NA	NA	408	907.5	NA	NA
GO:0034756	regulation of iron ion transport	NA	NA	1872	248	NA	NA
GO:0034757	negative regulation of iron ion transport	NA	NA	2278	187	NA	NA
GO:0035019	somatic stem cell population maintenance	NA	NA	1012	525	NA	NA
GO:0035195	gene silencing by miRNA	NA	NA	3318	104	NA	NA
GO:0035563	positive regulation of chromatin binding	NA	NA	1790	263	NA	NA
GO:0035616	histone H2B conserved C-terminal lysine deubiquitination	NA	NA	531	829	NA	NA
GO:0042148	strand invasion	NA	NA	1249	410	NA	NA
GO:0042391	regulation of membrane potential	NA	NA	1481	333	NA	NA
GO:0042759	long-chain fatty acid biosynthetic process	NA	NA	384	925	NA	NA
GO:0042791	5S class rRNA transcription by RNA polymerase III	NA	NA	2427	172	NA	NA
GO:0042819	vitamin B6 biosynthetic process	NA	NA	1246	411	NA	NA
GO:0042823	pyridoxal phosphate biosynthetic process	NA	NA	911	587.5	NA	NA
GO:0043266	regulation of potassium ion transport	NA	NA	971	548.5	NA	NA
GO:0043407	negative regulation of MAP kinase activity	NA	NA	487	866.5	NA	NA
GO:0043461	proton-transporting ATP synthase complex assembly	NA	NA	817	649	NA	NA
GO:0043488	regulation of mRNA stability	NA	NA	1849	252	NA	NA
GO:0043967	histone H4 acetylation	NA	NA	3137	115	NA	NA
GO:0043970	histone H3-K9 acetylation	NA	NA	315	962	NA	NA
GO:0044038	cell wall macromolecule biosynthetic process	NA	NA	93	1041	NA	NA
GO:0044375	regulation of peroxisome size	NA	NA	792	666	NA	NA
GO:0045143	homologous chromosome segregation	NA	NA	322	957	NA	NA
GO:0045338	farnesyl diphosphate metabolic process	NA	NA	736	708.5	NA	NA
GO:0045730	respiratory burst	NA	NA	2301	184	NA	NA
GO:0045876	positive regulation of sister chromatid cohesion	NA	NA	3566	95	NA	NA
GO:0045926	negative regulation of growth	NA	NA	1078	478	NA	NA
GO:0046256	2,4,6-trinitrotoluene catabolic process	NA	NA	83	1045	NA	NA
GO:0046345	abscisic acid catabolic process	NA	NA	367	934	NA	NA
GO:0046474	glycerophospholipid biosynthetic process	NA	NA	371	933	NA	NA
GO:0046486	glycerolipid metabolic process	NA	NA	383	926.5	NA	NA
GO:0046514	ceramide catabolic process	NA	NA	144	1023	NA	NA
GO:0046786	viral replication complex formation and maintenance	NA	NA	1055	492	NA	NA
GO:0048017	inositol lipid-mediated signaling	NA	NA	2450	169	NA	NA
GO:0048312	intracellular distribution of mitochondria	NA	NA	741	705.5	NA	NA
GO:0048509	regulation of meristem development	NA	NA	2573	163	NA	NA
GO:0048577	negative regulation of short-day photoperiodism, flowering	NA	NA	496	861.5	NA	NA
GO:0048598	embryonic morphogenesis	NA	NA	233	992	NA	NA
GO:0048830	adventitious root development	NA	NA	806	657.5	NA	NA
GO:0051016	barbed-end actin filament capping	NA	NA	59	1054	NA	NA
GO:0051131	chaperone-mediated protein complex assembly	NA	NA	1548	323	NA	NA
GO:0051205	protein insertion into membrane	NA	NA	760	689	NA	NA
GO:0051290	protein heterotetramerization	NA	NA	975	543	NA	NA
GO:0051304	chromosome separation	NA	NA	3083	118	NA	NA
GO:0051315	attachment of mitotic spindle microtubules to kinetochore	NA	NA	1333	382	NA	NA
GO:0051383	kinetochore organization	NA	NA	1345	374.5	NA	NA
GO:0055081	anion homeostasis	NA	NA	1114	465	NA	NA
GO:0055121	response to high fluence blue light stimulus by blue high-fluence system	NA	NA	934	566	NA	NA
GO:0055129	L-proline biosynthetic process	NA	NA	645	756	NA	NA
GO:0060178	regulation of exocyst localization	NA	NA	1329	384	NA	NA
GO:0060195	negative regulation of antisense RNA transcription	NA	NA	467	879	NA	NA
GO:0060211	regulation of nuclear-transcribed mRNA poly(A) tail shortening	NA	NA	1118	462	NA	NA
GO:0060867	fruit abscission	NA	NA	271	976	NA	NA
GO:0060964	regulation of gene silencing by miRNA	NA	NA	1942	237	NA	NA
GO:0060968	regulation of gene silencing	NA	NA	1941	238	NA	NA
GO:0061388	regulation of rate of cell growth	NA	NA	808	654.5	NA	NA
GO:0070291	N-acylethanolamine metabolic process	NA	NA	1660	290	NA	NA
GO:0070481	nuclear-transcribed mRNA catabolic process, non-stop decay	NA	NA	1996	228	NA	NA
GO:0070898	RNA polymerase III preinitiation complex assembly	NA	NA	4590	68	NA	NA
GO:0071294	cellular response to zinc ion	NA	NA	137	1027	NA	NA
GO:0071360	cellular response to exogenous dsRNA	NA	NA	1297	390	NA	NA
GO:0072598	protein localization to chloroplast	NA	NA	764	683	NA	NA
GO:0080117	secondary growth	NA	NA	2734	149	NA	NA
GO:0080121	AMP transport	NA	NA	65	1049.5	NA	NA
GO:0080181	lateral root branching	NA	NA	364	936	NA	NA
GO:0090156	cellular sphingolipid homeostasis	NA	NA	138	1026	NA	NA
GO:0090241	negative regulation of histone H4 acetylation	NA	NA	483	870.5	NA	NA
GO:0090354	regulation of auxin metabolic process	NA	NA	1664	288.5	NA	NA
GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	NA	NA	2316	183	NA	NA
GO:0090522	vesicle tethering involved in exocytosis	NA	NA	1052	493	NA	NA
GO:0098655	cation transmembrane transport	NA	NA	81	1046	NA	NA
GO:0098712	L-glutamate import across plasma membrane	NA	NA	706	724	NA	NA
GO:0099022	vesicle tethering	NA	NA	3253	107	NA	NA
GO:0110126	phloem loading	NA	NA	571	809.5	NA	NA
GO:1900151	regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	NA	NA	1117	463.5	NA	NA
GO:1900364	negative regulation of mRNA polyadenylation	NA	NA	1550	321.5	NA	NA
GO:1900368	regulation of RNA interference	NA	NA	1990	232	NA	NA
GO:1900370	positive regulation of RNA interference	NA	NA	1814	258	NA	NA
GO:1901529	positive regulation of anion channel activity	NA	NA	1048	496	NA	NA
GO:1901599	(-)-pinoresinol biosynthetic process	NA	NA	5	1068	NA	NA
GO:1901671	positive regulation of superoxide dismutase activity	NA	NA	937	564.5	NA	NA
GO:1901847	nicotinate metabolic process	NA	NA	972	547	NA	NA
GO:1902289	negative regulation of defense response to oomycetes	NA	NA	554	819	NA	NA
GO:1904526	regulation of microtubule binding	NA	NA	1379	358	NA	NA
GO:1904667	negative regulation of ubiquitin protein ligase activity	NA	NA	566	813	NA	NA
GO:1905182	positive regulation of urease activity	NA	NA	650	752	NA	NA
GO:1990575	mitochondrial L-ornithine transmembrane transport	NA	NA	431	896	NA	NA
GO:1990619	histone H3-K9 deacetylation	NA	NA	316	961	NA	NA
GO:2000114	regulation of establishment of cell polarity	NA	NA	3681	91	NA	NA
GO:2000692	negative regulation of seed maturation	NA	NA	495	863.5	NA	NA
GO:2000693	positive regulation of seed maturation	NA	NA	640	760	NA	NA
GO:2001007	negative regulation of cellulose biosynthetic process	NA	NA	470	877	NA	NA
